record_id,fold,batch,duplicate_group_id
BAH-P-0235,4,1,-1
BAH-P-0236,1,1,-1
BAH-P-0237,2,1,-1
BAH-P-0238,2,1,-1
BAH-P-0239,0,1,-1
BAH-P-0240,3,1,-1
BAH-P-0241,0,1,-1
BAH-P-0242,0,1,-1
BAH-P-0243,3,1,-1
BAH-P-0244,2,1,-1
BAH-P-0245,0,1,-1
BAH-P-0246,3,1,-1
BAH-P-0247,3,1,-1
BAH-P-0248,4,1,-1
BAH-P-0249,1,1,-1
BAH-P-0250,1,1,-1
BAH-P-0251,3,1,-1
BAH-P-0252,3,1,-1
BAH-P-0253,4,1,-1
BAH-P-0254,4,1,-1
BAH-P-0255,2,1,-1
BAH-P-0256,4,1,8
BAH-P-0257,2,1,-1
BAH-P-0258,2,1,-1
BAH-P-0260,1,1,-1
BAH-P-0261,1,1,-1
BAH-P-0262,0,1,9
BAH-P-0263,2,1,-1
BAH-P-0264,0,1,-1
BAH-P-0265,0,1,-1
BAH-P-0266,1,1,-1
BAH-P-0267,2,1,-1
BAH-P-0268,1,1,-1
BAH-P-0269,1,1,-1
BAH-P-0270,0,1,-1
BAH-P-0271,4,1,-1
BAH-P-0272,1,1,-1
BAH-P-0273,3,1,-1
BAH-P-0275,2,1,-1
BAH-P-0276,1,1,-1
BAH-P-0277,4,1,-1
BAH-P-0279,1,1,-1
BAH-P-0281,3,1,-1
BAH-P-0283,2,1,-1
BAH-P-0284,3,1,-1
BAH-P-0285,0,1,-1
BAH-P-0286,1,1,-1
BAH-P-0287,1,1,-1
BAH-P-0288,3,1,-1
BAH-P-0289,4,1,-1
BAH-P-0290,2,1,-1
BAH-P-0291,4,1,-1
BAH-P-0293,2,1,-1
BAH-P-0294,2,1,-1
BAH-P-0295,3,1,-1
BAH-P-0296,3,1,-1
BAH-P-0297,0,1,-1
BAH-P-0298,4,1,8
BAH-P-0299,3,1,-1
BAH-P-0300,3,1,10
BAH-P-0301,4,1,-1
BAH-P-0302,2,1,-1
BAH-P-0303,0,1,-1
BAH-P-0304,4,1,-1
BAH-P-0305,0,1,-1
BAH-P-0307,0,1,-1
BAH-P-0309,2,1,-1
BAH-P-0310,0,1,-1
BAH-P-0311,4,1,-1
BAH-P-0312,1,1,-1
BAH-P-0313,1,1,-1
BAH-P-0314,3,1,-1
BAH-P-0315,4,1,-1
BAH-P-0316,2,1,-1
BAH-P-0317,0,1,-1
BAH-P-0318,3,1,-1
BAH-P-0320,4,1,-1
BAH-P-0321,4,1,-1
BAH-P-0323,1,1,-1
BAH-P-0324,0,1,-1
BAH-P-0325,1,1,-1
BAH-P-0326,2,1,-1
BAH-P-0327,4,1,-1
BAH-P-0328,3,1,-1
BAH-P-0329,4,1,-1
BAH-P-0330,1,1,-1
BAH-P-0331,1,1,-1
BAH-P-0332,3,1,-1
BAH-P-0333,1,1,-1
BAH-P-0334,0,1,-1
BAH-P-0335,0,1,-1
BAH-P-0336,0,1,-1
BAH-P-0337,0,1,-1
BAH-P-0339,1,1,-1
BAH-P-0340,4,1,-1
BAH-P-0341,4,1,-1
BAH-P-0342,4,1,-1
BAH-P-0343,3,1,-1
BAH-P-0344,1,1,-1
BAH-P-0345,2,1,-1
BAH-P-0346,1,1,-1
BAH-P-0347,4,1,-1
BAH-P-0348,3,1,-1
BAH-P-0351,0,1,-1
BAH-P-0353,0,1,-1
BAH-P-0354,2,1,-1
BAH-P-0355,3,1,-1
BAH-P-0356,2,1,-1
BAH-P-0357,4,1,-1
BAH-P-0358,3,1,-1
BAH-P-0359,4,1,-1
BAH-P-0360,2,1,-1
BAH-P-0361,3,1,-1
BAH-P-0362,3,1,-1
BAH-P-0363,3,1,-1
BAH-P-0364,0,1,-1
BAH-P-0365,2,1,-1
BAH-P-0369,1,1,-1
BAH-P-0370,2,1,-1
BAH-P-0371,3,1,-1
BAH-P-0372,1,1,-1
BAH-P-0373,3,1,-1
BAH-P-0375,1,1,-1
BAH-P-0376,0,1,-1
BAH-P-0378,0,1,-1
BAH-P-0379,2,1,-1
BAH-P-0380,3,1,-1
BAH-P-0381,2,1,-1
BAH-P-0382,3,1,11
BAH-P-0383,1,1,-1
BAH-P-0384,1,1,-1
BAH-P-0385,0,1,-1
BAH-P-0386,3,1,-1
BAH-P-0388,0,1,-1
BAH-P-0389,4,1,-1
BAH-P-0390,2,1,-1
BAH-P-0391,1,1,-1
BAH-P-0392,4,1,-1
BAH-P-0393,0,1,-1
BAH-P-0394,0,1,12
BAH-P-0395,1,1,-1
BAH-P-0397,1,1,-1
BAH-P-0399,2,1,-1
BAH-P-0400,2,1,-1
BAH-P-0401,0,1,-1
BAH-P-0402,3,1,14
BAH-P-0403,0,1,12
BAH-P-0404,3,1,-1
BAH-P-0405,1,1,-1
BAH-P-0406,0,1,-1
BAH-P-0407,2,1,-1
BAH-P-0409,3,1,-1
BAH-P-0410,1,1,-1
BAH-P-0411,3,1,-1
BAH-P-0412,3,1,-1
BAH-P-0413,2,1,15
BAH-P-0414,2,1,-1
BAH-P-0415,3,1,16
BAH-P-0417,2,1,3
BAH-P-0418,2,1,-1
BAH-P-0420,2,1,-1
BAH-P-0421,0,1,-1
BAH-P-0422,1,1,4
BAH-P-0423,3,1,10
BAH-P-0424,1,1,-1
BAH-P-0426,4,1,-1
BAH-P-0427,2,1,-1
BAH-P-0429,4,1,-1
BAH-P-0430,2,1,-1
BAH-P-0431,3,1,-1
BAH-P-0432,1,1,-1
BAH-P-0433,0,1,-1
BAH-P-0434,4,1,-1
BAH-P-0435,0,1,-1
BAH-P-0436,2,1,-1
BAH-P-0437,3,1,-1
BAH-P-0438,2,1,-1
BAH-P-0439,3,1,-1
BAH-P-0440,2,1,-1
BAH-P-0441,4,1,-1
BAH-P-0442,2,1,-1
BAH-P-0443,1,1,-1
BAH-P-0444,2,1,-1
BAH-P-0445,1,1,-1
BAH-P-0446,1,1,-1
BAH-P-0448,1,1,-1
BAH-P-0449,0,1,-1
BAH-P-0450,2,1,-1
BAH-P-0452,4,1,-1
BAH-P-0453,3,1,-1
BAH-P-0454,2,1,-1
BAH-P-0455,4,1,-1
BAH-P-0456,1,1,-1
BAH-P-0457,2,1,-1
BAH-P-0459,0,1,-1
BAH-P-0460,1,1,-1
BAH-P-0461,1,1,-1
BAH-P-0462,0,1,-1
BAH-P-0463,1,1,-1
BAH-P-0464,4,1,-1
BAH-P-0465,3,1,-1
BAH-P-0466,4,1,-1
BAH-P-0467,4,1,-1
BAH-P-0468,0,1,-1
BAH-P-0469,4,1,-1
BAH-P-0470,3,1,-1
BAH-P-0471,3,1,-1
BAH-P-0472,3,1,-1
BAH-P-0473,0,1,-1
BAH-P-0474,4,1,-1
BAH-P-0475,0,1,-1
BAH-P-0476,2,1,-1
BAH-P-0477,2,1,-1
BAH-P-0478,0,1,-1
BAH-P-0479,0,1,-1
BAH-P-0480,4,1,-1
BAH-P-0481,2,1,-1
BAH-P-0483,2,1,-1
BAH-P-0484,3,1,-1
BAH-P-0485,2,1,-1
BAH-P-0486,4,1,-1
BAH-P-0487,3,1,-1
BAH-P-0488,0,1,-1
BAH-P-0489,3,1,-1
BAH-P-0490,4,1,-1
BAH-P-0491,4,1,-1
BAH-P-0492,3,1,-1
BAH-P-0493,1,1,-1
BAH-P-0494,2,1,-1
BAH-P-0495,2,1,-1
BAH-P-0496,0,1,-1
BAH-P-0497,0,1,-1
BAH-P-0498,0,1,-1
BAH-P-0499,1,1,-1
BAH-P-0500,2,1,-1
BAH-P-0501,1,1,-1
BAH-P-0502,2,1,-1
BAH-P-0503,4,1,-1
BAH-P-0504,3,1,-1
BAH-P-0506,3,1,-1
BAH-P-0509,4,1,-1
BAH-P-0510,0,1,-1
BAH-P-0511,4,1,-1
BAH-P-0512,1,1,-1
BAH-P-0513,1,1,-1
BAH-P-0514,3,1,-1
BAH-P-0515,2,1,-1
BAH-P-0516,3,1,-1
BAH-P-0517,1,1,-1
BAH-P-0518,3,1,-1
BAH-P-0519,4,1,-1
BAH-P-0520,2,1,-1
BAH-P-0521,4,1,-1
BAH-P-0522,3,1,-1
BAH-P-0523,0,1,-1
BAH-P-0524,0,1,-1
BAH-P-0525,0,1,-1
BAH-P-0526,3,1,17
BAH-P-0527,3,1,-1
BAH-P-0528,3,1,-1
BAH-P-0529,4,1,-1
BAH-P-0530,3,1,-1
BAH-P-0531,0,1,-1
BAH-P-0532,0,1,-1
BAH-P-0533,2,1,-1
BAH-P-0534,2,1,-1
BAH-P-0535,1,1,-1
BAH-P-0536,3,1,-1
BAH-P-0537,1,1,-1
BAH-P-0538,2,1,-1
BAH-P-0539,0,1,-1
BAH-P-0540,4,1,-1
BAH-P-0541,0,1,-1
BAH-P-0543,4,1,-1
BAH-P-0544,0,1,-1
BAH-P-0545,4,1,-1
BAH-P-0546,0,1,-1
BAH-P-0547,3,1,-1
BAH-P-0548,4,1,-1
BAH-P-0549,2,1,-1
BAH-P-0550,1,1,-1
BAH-P-0551,2,1,-1
BAH-P-0552,2,1,-1
BAH-P-0553,3,1,-1
BAH-P-0554,3,1,-1
BAH-P-0555,3,1,18
BAH-P-0556,3,1,18
BAH-P-0557,1,1,-1
BAH-P-0558,1,1,-1
BAH-P-0559,3,1,18
BAH-P-0560,3,1,-1
BAH-P-0562,4,1,-1
BAH-P-0563,1,1,-1
BAH-P-0565,1,1,-1
BAH-P-0567,2,1,-1
BAH-P-0568,3,1,-1
BAH-P-0569,3,1,-1
BAH-P-0570,4,1,-1
BAH-P-0571,0,1,-1
BAH-P-0573,2,1,-1
BAH-P-0575,2,1,-1
BAH-P-0576,4,1,-1
BAH-P-0577,4,1,19
BAH-P-0578,4,1,-1
BAH-P-0579,3,1,-1
BAH-P-0580,0,1,-1
BAH-P-0581,4,1,19
BAH-P-0582,3,1,-1
BAH-P-0583,3,1,-1
BAH-P-0585,1,1,-1
BAH-P-0586,2,1,-1
BAH-P-0587,0,1,-1
BAH-P-0588,2,1,-1
BAH-P-0589,2,1,-1
BAH-P-0590,3,1,-1
BAH-P-0591,1,1,-1
BAH-P-0592,2,1,-1
BAH-P-0593,1,1,-1
BAH-P-0594,1,1,-1
BAH-P-0595,4,1,-1
BAH-P-0596,3,1,-1
BAH-P-0597,0,1,-1
BAH-P-0599,4,1,-1
BAH-P-0600,0,1,-1
BAH-P-0601,0,1,-1
BAH-P-0602,0,1,-1
BAH-P-0603,1,1,-1
BAH-P-0604,1,1,-1
BAH-P-0605,4,1,-1
BAH-P-0606,0,1,-1
BAH-P-0607,3,1,-1
BAH-P-0608,1,1,-1
BAH-P-0609,3,1,-1
BAH-P-0610,3,1,-1
BAH-P-0611,4,1,-1
BAH-P-0612,0,1,-1
BAH-P-0613,2,1,-1
BAH-P-0614,4,1,20
BAH-P-0615,2,1,-1
BAH-P-0616,3,1,-1
BAH-P-0617,3,1,-1
BAH-P-0618,3,1,-1
BAH-P-0619,4,1,-1
BAH-P-0620,4,1,-1
BAH-P-0621,3,1,-1
BAH-P-0622,2,1,15
BAH-P-0623,1,1,-1
BAH-P-0624,2,1,-1
BAH-P-0625,1,1,-1
BAH-P-0626,0,1,-1
BAH-P-0627,0,1,-1
BAH-P-0628,3,1,-1
BAH-P-0629,0,1,-1
BAH-P-0630,2,1,-1
BAH-P-0631,3,1,-1
BAH-P-0632,2,1,-1
BAH-P-0633,2,1,-1
BAH-P-0634,1,1,-1
BAH-P-0635,3,1,-1
BAH-P-0636,2,1,-1
BAH-P-0638,4,1,-1
BAH-P-0639,3,1,-1
BAH-P-0640,2,1,-1
BAH-P-0641,4,1,-1
BAH-P-0642,2,1,-1
BAH-P-0643,0,1,-1
BAH-P-0644,2,1,-1
BAH-P-0645,4,1,21
BAH-P-0646,0,1,-1
BAH-P-0647,2,1,-1
BAH-P-0648,1,1,-1
BAH-P-0650,2,1,-1
BAH-P-0651,0,1,-1
BAH-P-0652,3,1,-1
BAH-P-0653,4,1,22
BAH-P-0654,1,1,23
BAH-P-0655,3,1,-1
BAH-P-0656,1,1,-1
BAH-P-0657,1,1,-1
BAH-P-0658,4,1,-1
BAH-P-0659,1,1,-1
BAH-P-0660,2,1,-1
BAH-P-0661,4,1,22
BAH-P-0662,2,1,24
BAH-P-0663,4,1,-1
BAH-P-0664,0,1,-1
BAH-P-0665,3,1,-1
BAH-P-0666,1,1,-1
BAH-P-0667,0,1,-1
BAH-P-0668,3,1,-1
BAH-P-0669,1,1,-1
BAH-P-0670,2,1,-1
BAH-P-0673,0,1,-1
BAH-P-0674,0,1,-1
BAH-P-0675,0,1,-1
BAH-P-0676,1,1,-1
BAH-P-0677,0,1,-1
BAH-P-0678,3,1,-1
BAH-P-0679,1,1,-1
BAH-P-0680,0,1,-1
BAH-P-0681,4,1,-1
BAH-P-0682,2,1,-1
BAH-P-0683,4,1,-1
BAH-P-0685,0,1,-1
BAH-P-0686,4,1,-1
BAH-P-0687,3,1,-1
BAH-P-0688,4,1,-1
BAH-P-0689,1,1,-1
BAH-P-0690,4,1,-1
BAH-P-0691,2,1,-1
BAH-P-0692,4,1,-1
BAH-P-0694,4,1,-1
BAH-P-0695,0,1,-1
BAH-P-0696,3,1,-1
BAH-P-0697,0,1,-1
BAH-P-0698,3,1,-1
BAH-P-0699,2,1,-1
BAH-P-0701,3,1,-1
BAH-P-0702,0,1,-1
BAH-P-0704,1,1,-1
BAH-P-0705,0,1,-1
BAH-P-0707,4,1,-1
BAH-P-0708,2,1,-1
BAH-P-0709,2,1,-1
BAH-P-0710,0,1,-1
BAH-P-0711,1,1,-1
BAH-P-0712,0,1,-1
BAH-P-0713,3,1,-1
BAH-P-0714,0,1,-1
BAH-P-0715,2,1,-1
BAH-P-0717,0,1,-1
BAH-P-0718,0,1,-1
BAH-P-0719,2,1,-1
BAH-P-0720,2,1,-1
BAH-P-0721,3,1,-1
BAH-P-0722,4,1,-1
BAH-P-0723,1,1,-1
BAH-P-0724,2,1,-1
BAH-P-0725,2,1,-1
BAH-P-0726,3,1,-1
BAH-P-0727,0,1,-1
BAH-P-0728,2,1,-1
BAH-P-0730,0,1,25
BAH-P-0731,2,1,-1
BAH-P-0732,4,1,-1
BAH-P-0734,4,1,-1
BAH-P-0735,3,1,11
BAH-P-0736,1,1,23
BAH-P-0737,4,1,21
BAH-P-0738,3,1,-1
BAH-P-0739,1,1,-1
BAH-P-0741,3,1,-1
BAH-P-0742,4,1,-1
BAH-P-0744,3,1,-1
BAH-P-0745,2,1,-1
BAH-P-0746,2,1,-1
BAH-P-0747,3,1,-1
BAH-P-0748,2,1,-1
BAH-P-0749,1,1,-1
BAH-P-0750,4,1,-1
BAH-P-0751,4,1,-1
BAH-P-0752,3,1,-1
BAH-P-0753,2,1,-1
BAH-P-0754,0,1,-1
BAH-P-0755,4,1,-1
BAH-P-0756,0,1,-1
BAH-P-0757,4,1,26
BAH-P-0759,3,1,-1
BAH-P-0761,4,1,-1
BAH-P-0762,1,1,-1
BAH-P-0763,2,1,-1
BAH-P-0764,0,1,-1
BAH-P-0767,2,1,-1
BAH-P-0768,4,1,-1
BAH-P-0769,2,1,-1
BAH-P-0770,0,1,-1
BAH-P-0771,4,1,-1
BAH-P-0773,1,1,-1
BAH-P-0774,0,1,-1
BAH-P-0775,0,1,-1
BAH-P-0776,1,1,-1
BAH-P-0777,4,1,-1
BAH-P-0778,3,1,-1
BAH-P-0779,4,1,-1
BAH-P-0780,3,1,-1
BAH-P-0781,3,1,-1
BAH-P-0782,0,1,-1
BAH-P-0783,3,1,27
BAH-P-0784,4,1,20
BAH-P-0785,1,1,-1
BAH-P-0786,3,1,-1
BAH-P-0790,3,1,-1
BAH-P-0792,3,1,-1
BAH-P-0793,0,1,-1
BAH-P-0794,0,1,-1
BAH-P-0795,0,1,-1
BAH-P-0796,2,1,-1
BAH-P-0798,0,1,-1
BAH-P-0799,2,1,-1
BAH-P-0800,2,1,-1
BAH-P-0801,4,1,-1
BAH-P-0802,0,1,-1
BAH-P-0803,2,1,-1
BAH-P-0805,1,1,-1
BAH-P-0806,0,1,-1
BAH-P-0807,0,1,-1
BAH-P-0808,2,1,-1
BAH-P-0809,4,1,-1
BAH-P-0811,0,1,-1
BAH-P-0812,4,1,-1
BAH-P-0813,4,1,-1
BAH-P-0814,4,1,-1
BAH-P-0815,1,1,-1
BAH-P-0816,0,1,-1
BAH-P-0818,1,1,-1
BAH-P-0819,2,1,-1
BAH-P-0820,4,1,-1
BAH-P-0822,1,1,-1
BAH-P-0824,2,1,24
BAH-P-0825,1,1,-1
BAH-P-0826,2,1,-1
BAH-P-0827,4,1,-1
BAH-P-0828,0,1,-1
BAH-P-0829,0,1,-1
BAH-P-0830,1,1,-1
BAH-P-0832,0,1,-1
BAH-P-0833,4,1,-1
BAH-P-0834,2,1,-1
BAH-P-0835,4,1,-1
BAH-P-0838,3,1,-1
BAH-P-0839,3,1,-1
BAH-P-0840,0,1,-1
BAH-P-0841,4,1,-1
BAH-P-0842,4,1,-1
BAH-P-0843,1,1,-1
BAH-P-0844,1,1,-1
BAH-P-0845,1,1,-1
BAH-P-0848,4,1,-1
BAH-P-0849,2,1,-1
BAH-P-0852,2,1,-1
BAH-P-0853,3,1,-1
BAH-P-0854,4,1,-1
BAH-P-0855,4,1,-1
BAH-P-0856,4,1,-1
BAH-P-0857,0,1,-1
BAH-P-0858,0,1,-1
BAH-P-0860,2,1,28
BAH-P-0861,1,1,-1
BAH-P-0862,1,1,-1
BAH-P-0864,4,1,-1
BAH-P-0865,3,1,-1
BAH-P-0866,2,1,-1
BAH-P-0867,3,1,-1
BAH-P-0868,1,1,-1
BAH-P-0869,4,1,-1
BAH-P-0870,0,1,-1
BAH-P-0871,4,1,21
BAH-P-0872,1,1,-1
BAH-P-0873,1,1,29
BAH-P-0874,2,1,-1
BAH-P-0875,1,1,-1
BAH-P-0876,1,1,-1
BAH-P-0877,0,1,-1
BAH-P-0878,1,1,29
BAH-P-0879,0,1,-1
BAH-P-0880,0,1,-1
BAH-P-0881,3,1,-1
BAH-P-0882,4,1,-1
BAH-P-0883,2,1,-1
BAH-P-0884,1,1,-1
BAH-P-0885,0,1,-1
BAH-P-0886,3,1,-1
BAH-P-0887,4,1,-1
BAH-P-0888,2,1,-1
BAH-P-0889,2,1,-1
BAH-P-0890,4,1,30
BAH-P-0891,1,1,-1
BAH-P-0892,1,1,-1
BAH-P-0893,1,1,-1
BAH-P-0894,1,1,31
BAH-P-0895,4,1,-1
BAH-P-0897,4,1,-1
BAH-P-0898,0,1,-1
BAH-P-0899,0,1,-1
BAH-P-0900,1,1,-1
BAH-P-0902,0,1,-1
BAH-P-0903,3,1,-1
BAH-P-0904,2,1,-1
BAH-P-0905,2,1,-1
BAH-P-0906,0,1,-1
BAH-P-0907,3,1,-1
BAH-P-0908,1,1,-1
BAH-P-0909,4,1,-1
BAH-P-0910,2,1,-1
BAH-P-0911,2,1,-1
BAH-P-0912,1,1,-1
BAH-P-0913,2,1,-1
BAH-P-0914,1,1,-1
BAH-P-0915,0,1,-1
BAH-P-0916,0,1,-1
BAH-P-0917,1,1,-1
BAH-P-0918,2,1,-1
BAH-P-0919,0,1,-1
BAH-P-0920,3,1,-1
BAH-P-0921,2,1,-1
BAH-P-0922,0,1,-1
BAH-P-0923,4,1,-1
BAH-P-0924,2,1,-1
BAH-P-0926,1,1,-1
BAH-P-0927,4,1,-1
BAH-P-0928,2,1,-1
BAH-P-0929,1,1,-1
BAH-P-0931,1,1,-1
BAH-P-0932,1,1,-1
BAH-P-0933,3,1,-1
BAH-P-0934,1,1,-1
BAH-P-0936,3,1,-1
BAH-P-0937,3,1,-1
BAH-P-0938,0,1,-1
BAH-P-0940,2,1,-1
BAH-P-0941,4,1,-1
BAH-P-0943,0,1,-1
BAH-P-0944,2,1,-1
BAH-P-0945,3,1,-1
BAH-P-0946,1,1,-1
BAH-P-0947,4,1,-1
BAH-P-0948,3,1,-1
BAH-P-0949,3,1,-1
BAH-P-0950,2,1,-1
BAH-P-0951,0,1,-1
BAH-P-0952,0,1,-1
BAH-P-0953,0,1,-1
BAH-P-0956,3,1,-1
BAH-P-0957,2,1,-1
BAH-P-0958,4,1,-1
BAH-P-0959,2,1,-1
BAH-P-0961,2,1,-1
BAH-P-0963,4,1,-1
BAH-P-0964,4,1,-1
BAH-P-0965,1,1,-1
BAH-P-0966,0,1,-1
BAH-P-0967,3,1,-1
BAH-P-0968,2,1,-1
BAH-P-0969,1,1,-1
BAH-P-0970,1,1,-1
BAH-P-0971,0,1,-1
BAH-P-0972,1,1,-1
BAH-P-0973,2,1,-1
BAH-P-0975,3,1,-1
BAH-P-0976,4,1,-1
BAH-P-0977,0,1,-1
BAH-P-0978,2,1,-1
BAH-P-0979,1,1,-1
BAH-P-0980,0,1,-1
BAH-P-0981,1,1,-1
BAH-P-0982,0,1,-1
BAH-P-0984,2,1,-1
BAH-P-0985,4,1,21
BAH-P-0986,3,1,-1
BAH-P-0987,3,1,-1
BAH-P-0988,4,1,32
BAH-P-0990,3,1,-1
BAH-P-0991,4,1,-1
BAH-P-0992,4,1,-1
BAH-P-0993,1,1,-1
BAH-P-0994,3,1,-1
BAH-P-0995,2,1,28
BAH-P-0996,4,1,-1
BAH-P-0997,2,1,-1
BAH-P-0998,4,1,-1
BAH-P-0999,0,1,-1
BAH-P-1000,0,1,-1
BAH-P-1001,0,1,-1
BAH-P-1002,3,1,-1
BAH-P-1003,3,1,-1
BAH-P-1004,2,1,-1
BAH-P-1005,3,1,-1
